Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,Attrition_numeric
27,no,non_travel,1277.0,,8,5,,"1094,0",1,female,87.0,1,1,laboratory_technician,3,married,,5869,1,,19,3.0,4,3,3.0,4,,3,1,2,1996,no,
55,no,,1091.0,,2,1,,"1096,0",4,female,65.0,3,3,manufacturing_director,2,married,,15813,3,no,18,3.0,2,1,23.0,4,3.0,3,1,2,1968,yes,
33,no,travel_rarely,654.0,,5,3,life_sciences,"1099,0",4,female,34.0,2,3,healthcare_representative,4,,,21214,4,no,15,3.0,3,1,,2,3.0,3,1,2,1990,yes,
28,no,,895.0,,15,2,life_sciences,"1102,0",1,female,50.0,3,1,laboratory_technician,3,,2207.0,22482,1,no,16,3.0,4,1,4.0,5,2.0,4,2,2,1995,yes,
34,no,,618.0,,3,1,life_sciences,"1103,0",1,female,45.0,3,2,healthcare_representative,4,,7756.0,22266,0,no,17,3.0,3,0,,1,2.0,6,0,4,1989,yes,
33,yes,,1017.0,,25,3,medical,"1108,0",1,female,55.0,2,1,research_scientist,2,single,,2993,4,yes,20,4.0,2,0,5.0,0,3.0,2,2,2,1990,no,
33,no,,970.0,,7,3,life_sciences,"1114,0",4,male,30.0,3,2,sales_executive,2,married,,13401,0,no,17,3.0,3,1,4.0,3,3.0,3,0,2,1990,no,
21,no,,984.0,,1,1,,"1131,0",4,male,70.0,2,1,research_scientist,2,single,2070.0,25326,1,yes,11,3.0,3,0,2.0,6,4.0,2,2,2,2002,yes,
31,no,travel_frequently,793.0,,20,3,,"1135,0",3,female,67.0,4,1,sales_representative,4,married,2791.0,21981,0,no,12,,1,1,3.0,4,3.0,2,2,2,1992,yes,
35,no,,1182.0,,11,2,marketing,,4,female,54.0,3,2,sales_executive,4,divorced,,18500,1,,11,3.0,4,1,5.0,3,3.0,5,0,2,1988,yes,
34,no,,1003.0,,2,2,,"1140,0",4,female,95.0,3,2,manufacturing_director,3,single,,15834,2,no,11,3.0,4,0,,3,,3,0,2,1989,yes,
33,yes,,603.0,,9,4,,"1157,0",1,male,77.0,3,2,sales_executive,1,single,8224.0,18385,0,,17,3.0,1,0,6.0,3,3.0,5,0,3,1990,no,
31,yes,,874.0,research_and_development,15,3,medical,"1160,0",3,female,72.0,3,1,laboratory_technician,3,,2610.0,6233,1,no,12,3.0,3,1,,5,2.0,2,2,2,1992,yes,
37,no,travel_rarely,367.0,,25,2,,"1161,0",3,male,52.0,2,2,healthcare_representative,4,,5731.0,17171,7,no,13,3.0,3,2,9.0,2,3.0,6,1,3,1986,yes,
27,no,travel_rarely,199.0,,6,3,,"1162,0",4,female,55.0,2,1,research_scientist,3,married,2539.0,7950,1,no,13,,3,1,4.0,0,3.0,4,2,2,1996,yes,
35,no,travel_frequently,,,4,4,other,"1185,0",4,female,,2,1,laboratory_technician,4,married,2376.0,26537,1,,13,3.0,2,1,2.0,2,4.0,2,2,2,1988,yes,
56,no,,718.0,,4,4,,,4,male,92.0,3,5,manager,1,divorced,,18575,4,no,13,3.0,4,1,28.0,2,3.0,5,4,2,1967,yes,
45,no,,1457.0,research_and_development,7,3,medical,"1195,0",1,male,83.0,3,1,research_scientist,3,,,20100,4,yes,19,3.0,3,1,,2,,3,0,2,1978,yes,
20,no,travel_rarely,805.0,,3,3,,,1,female,87.0,2,1,laboratory_technician,3,single,,12828,1,,12,3.0,1,0,2.0,2,2.0,2,1,2,2003,yes,
50,no,travel_frequently,1421.0,,2,3,,,4,male,30.0,3,4,manager,1,,,9490,2,no,22,4.0,3,1,,3,,2,2,2,1973,yes,
46,no,,1450.0,,15,2,life_sciences,"1217,0",4,female,52.0,3,5,research_director,2,,19081.0,10849,5,,11,3.0,1,1,25.0,2,3.0,4,0,3,1977,yes,
32,no,,116.0,,13,3,other,"1234,0",3,male,77.0,2,1,laboratory_technician,2,married,2743.0,7331,1,no,20,4.0,3,1,2.0,2,3.0,2,2,2,1991,yes,
35,no,,1212.0,,8,2,,,3,male,78.0,2,3,sales_executive,4,married,,13755,4,,11,3.0,2,1,16.0,6,2.0,13,4,12,1988,no,
29,no,,1010.0,,1,3,life_sciences,,1,male,97.0,3,1,research_scientist,4,divorced,3760.0,5598,1,no,15,3.0,1,3,3.0,5,,3,1,2,1994,yes,
21,yes,travel_frequently,,,10,2,,,1,male,45.0,2,1,laboratory_technician,3,,,25308,1,,20,4.0,3,0,2.0,2,1.0,2,2,2,2002,yes,
34,no,travel_rarely,131.0,,2,3,marketing,,3,male,86.0,3,2,sales_executive,1,,4538.0,6039,0,,12,3.0,4,0,4.0,3,3.0,3,0,2,1989,yes,
28,no,,791.0,,1,4,medical,"1286,0",4,female,44.0,3,1,laboratory_technician,3,single,,6842,0,yes,11,3.0,3,0,,2,2.0,4,0,2,1995,no,
35,no,travel_rarely,735.0,,6,1,life_sciences,"1291,0",3,female,66.0,3,1,research_scientist,3,married,,6020,0,yes,14,,4,0,4.0,3,3.0,3,2,2,1988,no,
28,no,travel_frequently,193.0,,2,3,life_sciences,,4,female,52.0,2,1,laboratory_technician,4,married,3867.0,14222,1,,12,3.0,2,1,,2,3.0,2,2,2,1995,no,
28,no,travel_rarely,640.0,,1,3,technical_degree,"1301,0",4,female,84.0,3,1,research_scientist,1,single,2080.0,4732,2,,11,3.0,2,0,5.0,2,2.0,3,1,2,1995,no,
25,no,,266.0,research_and_development,1,3,medical,"1303,0",4,male,40.0,3,1,research_scientist,2,single,2096.0,18830,1,,18,3.0,4,0,,3,2.0,2,2,1,1998,no,
58,no,,848.0,,23,4,life_sciences,"1308,0",1,female,88.0,3,1,research_scientist,3,,,26076,1,,12,3.0,4,2,,3,3.0,2,2,2,1965,yes,
39,yes,,,,23,3,medical,,3,female,93.0,3,1,research_scientist,1,single,3904.0,22154,0,,13,3.0,1,0,6.0,2,3.0,5,0,3,1984,no,
30,no,travel_rarely,1138.0,,6,3,technical_degree,"1311,0",1,male,48.0,2,2,laboratory_technician,4,married,4627.0,23631,0,no,12,3.0,1,1,10.0,6,3.0,9,6,7,1993,yes,
50,no,,,,46,3,life_sciences,"1317,0",46,male,43.0,3,4,research_director,1,married,,22422,4,,11,3.0,2,0,,2,,3,1,2,1973,yes,
41,no,,256.0,,10,2,medical,"1329,0",3,female,40.0,1,2,sales_executive,2,single,,22074,1,no,13,3.0,1,0,19.0,4,3.0,19,11,9,1982,yes,
31,yes,,,,1,3,,"1331,0",4,male,54.0,3,1,sales_representative,2,,2302.0,8319,1,yes,11,3.0,1,0,,2,4.0,3,2,2,1992,no,
44,yes,,935.0,,3,3,life_sciences,"1333,0",1,female,89.0,3,1,laboratory_technician,1,,,14669,4,no,12,,3,0,10.0,4,4.0,3,1,2,1979,yes,
40,no,non_travel,458.0,research_and_development,16,2,,,3,female,74.0,3,1,research_scientist,3,divorced,,8532,9,no,16,3.0,2,1,6.0,0,3.0,4,0,0,1983,yes,
25,no,travel_rarely,882.0,research_and_development,19,1,medical,"1358,0",4,female,67.0,3,1,laboratory_technician,4,married,,9075,3,,11,3.0,3,3,,6,2.0,3,1,2,1998,no,
40,no,travel_rarely,329.0,,1,4,life_sciences,"1361,0",2,female,88.0,3,1,laboratory_technician,2,,,6762,3,no,22,4.0,3,1,7.0,3,3.0,4,0,3,1983,yes,
51,no,travel_rarely,,,11,2,technical_degree,,4,male,82.0,2,4,manufacturing_director,2,,,24439,3,no,16,3.0,2,0,,1,2.0,5,0,3,1972,yes,
27,no,travel_frequently,793.0,,2,1,life_sciences,"1371,0",4,female,43.0,1,2,sales_executive,4,single,5071.0,20392,3,no,20,4.0,2,0,,3,3.0,6,0,0,1996,no,
35,yes,,662.0,,18,4,marketing,"1380,0",4,male,67.0,3,2,sales_executive,3,married,,23288,0,,18,3.0,3,1,5.0,0,2.0,4,3,2,1988,yes,
38,no,,693.0,,7,3,,,4,female,57.0,4,1,research_scientist,3,divorced,,15748,1,no,11,3.0,4,3,4.0,2,3.0,4,0,3,1985,yes,
31,yes,,,,22,4,,"1389,0",4,female,98.0,3,2,manufacturing_director,3,married,,21057,1,,15,3.0,4,2,10.0,3,2.0,10,6,7,1992,yes,
51,no,,541.0,,2,3,,,2,female,52.0,3,3,sales_executive,2,,10596.0,15395,2,,11,3.0,2,0,14.0,5,3.0,4,3,2,1972,yes,
41,no,,1200.0,,22,3,,"1392,0",4,male,75.0,3,2,research_scientist,4,,5467.0,13953,3,,14,3.0,1,2,12.0,4,2.0,6,3,3,1982,no,
32,no,,499.0,,2,1,marketing,"1396,0",3,female,36.0,3,2,sales_executive,2,married,,20497,0,yes,13,3.0,1,3,4.0,3,2.0,3,1,2,1991,yes,
25,no,travel_rarely,1372.0,,18,1,life_sciences,,1,female,93.0,4,2,sales_executive,3,married,,12477,2,no,11,3.0,2,0,6.0,3,2.0,3,1,2,1998,no,
27,no,,,,10,3,marketing,"1403,0",4,male,98.0,2,2,sales_executive,4,married,5769.0,7100,1,yes,11,3.0,4,0,,3,3.0,6,4,4,1996,yes,
27,yes,travel_rarely,,,22,4,life_sciences,"1405,0",4,male,51.0,3,1,research_scientist,3,single,2394.0,25681,1,yes,13,,4,0,8.0,2,3.0,8,7,7,1996,yes,
37,no,,1462.0,,11,3,medical,"1411,0",1,male,94.0,3,1,laboratory_technician,3,single,3629.0,19106,4,no,18,3.0,1,0,8.0,6,3.0,3,0,2,1986,yes,
35,no,travel_frequently,200.0,,18,2,life_sciences,"1412,0",3,female,60.0,3,3,manufacturing_director,4,,9362.0,19944,2,no,11,3.0,3,0,10.0,2,3.0,2,2,2,1988,yes,
25,no,,949.0,,1,3,,"1415,0",1,female,81.0,3,1,laboratory_technician,4,,3229.0,4910,4,no,11,3.0,2,1,7.0,2,2.0,3,0,2,1998,yes,
30,no,,,,7,4,marketing,"1428,0",4,male,73.0,3,2,sales_executive,1,divorced,,12761,7,no,14,3.0,2,2,,3,3.0,3,0,2,1993,yes,
31,no,,182.0,research_and_development,8,5,life_sciences,,1,male,93.0,3,4,research_director,2,,16422.0,8847,3,no,11,3.0,3,0,,3,4.0,3,1,0,1992,yes,
36,no,,329.0,,16,4,marketing,"1436,0",3,male,98.0,2,2,sales_executive,1,,5647.0,13494,4,no,13,3.0,1,2,11.0,3,2.0,3,0,2,1987,no,
25,yes,travel_rarely,383.0,,9,2,,"1439,0",1,female,68.0,2,1,sales_representative,1,,4400.0,15182,3,no,12,3.0,1,0,6.0,2,3.0,3,2,2,1998,yes,
56,no,,1255.0,,1,2,life_sciences,"1441,0",1,male,90.0,3,1,research_scientist,1,,2066.0,10494,2,,22,4.0,4,1,5.0,3,4.0,3,1,0,1967,yes,
41,no,,,,5,5,medical,"1448,0",2,female,90.0,4,1,research_scientist,3,,,5561,2,,12,3.0,1,0,7.0,5,,4,0,3,1982,yes,
31,no,travel_rarely,1398.0,,8,2,,,4,male,96.0,4,1,human_resources,2,,,24609,9,no,18,,4,0,8.0,3,3.0,3,0,2,1992,yes,
31,yes,travel_frequently,523.0,research_and_development,2,3,life_sciences,"1464,0",2,female,94.0,3,1,laboratory_technician,4,,,21081,6,,13,3.0,3,1,7.0,2,1.0,2,2,2,1992,yes,
48,no,,1221.0,sales,7,3,marketing,"1466,0",3,female,96.0,3,2,sales_executive,1,divorced,5486.0,24795,4,no,11,3.0,1,3,,3,3.0,2,2,2,1975,no,
34,yes,,1107.0,,9,4,,"1467,0",1,male,52.0,3,1,human_resources,3,married,,3072,1,no,15,3.0,4,0,2.0,0,3.0,2,2,2,1989,no,
44,no,,981.0,,5,3,life_sciences,"1471,0",3,female,90.0,2,1,laboratory_technician,3,single,3162.0,7973,3,,14,3.0,4,0,7.0,5,3.0,5,0,3,1979,no,
49,no,travel_rarely,1495.0,research_and_development,5,4,,"1473,0",1,female,96.0,3,2,healthcare_representative,3,married,6651.0,21534,2,no,14,,2,1,20.0,0,2.0,3,1,2,1974,yes,
44,no,,1467.0,,20,3,life_sciences,"1475,0",4,female,49.0,3,1,research_scientist,2,,3420.0,21158,1,,13,3.0,3,0,6.0,3,2.0,5,1,3,1979,no,
28,yes,,1496.0,,1,3,,"1486,0",1,female,92.0,3,1,sales_representative,3,married,2909.0,15747,3,,15,3.0,4,1,5.0,3,4.0,3,1,2,1995,no,
44,no,travel_frequently,1193.0,research_and_development,2,1,,,2,female,86.0,3,3,manufacturing_director,3,single,,19719,5,,18,,2,0,16.0,2,2.0,2,2,2,1979,yes,
55,no,travel_rarely,1229.0,,4,4,life_sciences,,4,female,30.0,3,2,healthcare_representative,3,married,,16143,0,,16,3.0,2,0,4.0,2,3.0,3,1,2,1968,yes,
28,no,travel_frequently,467.0,,7,3,life_sciences,"1507,0",3,female,55.0,3,2,sales_executive,1,single,4898.0,11827,0,,14,3.0,4,0,5.0,5,3.0,4,1,3,1995,yes,
49,no,travel_rarely,271.0,,45,2,medical,"1509,0",45,male,43.0,2,2,laboratory_technician,1,married,,23070,4,,25,4.0,1,1,10.0,3,3.0,3,1,2,1974,yes,
29,no,travel_frequently,410.0,,2,1,life_sciences,"1513,0",4,male,97.0,3,1,laboratory_technician,2,,3180.0,4668,0,no,13,3.0,3,3,,3,3.0,3,0,2,1994,no,
32,no,,495.0,,10,3,,"1516,0",3,female,64.0,3,3,manager,4,,11244.0,21072,2,,25,,2,0,10.0,5,4.0,5,0,0,1991,yes,
31,yes,travel_frequently,561.0,,3,3,life_sciences,"1537,0",4,male,33.0,3,1,research_scientist,3,,,4156,1,no,12,3.0,1,0,7.0,2,,7,7,7,1992,yes,
40,no,,1142.0,,43,2,life_sciences,"1552,0",4,female,72.0,3,2,healthcare_representative,4,divorced,4069.0,8841,3,,18,3.0,3,0,8.0,2,3.0,2,2,2,1983,no,
36,no,travel_rarely,1157.0,,2,4,life_sciences,,3,female,70.0,3,1,sales_representative,4,,,17001,3,yes,21,4.0,4,0,7.0,3,2.0,3,1,2,1987,no,
33,no,,1242.0,,8,4,life_sciences,"1560,0",1,female,46.0,3,2,sales_executive,1,,6392.0,10589,2,no,13,3.0,4,1,,6,1.0,2,2,2,1990,no,
30,no,,1288.0,sales,14,4,,"1568,0",14,female,33.0,3,3,sales_executive,2,married,,17799,3,,12,3.0,2,1,9.0,3,3.0,4,1,3,1993,yes,
38,yes,travel_rarely,903.0,,2,3,medical,"1573,0",3,female,81.0,3,2,manufacturing_director,2,married,4855.0,7653,4,,11,3.0,1,2,,2,3.0,5,1,4,1985,no,
48,no,travel_rarely,1108.0,research_and_development,15,4,,"1576,0",3,male,65.0,3,1,research_scientist,1,married,,16530,8,,12,3.0,4,1,,3,2.0,8,7,6,1975,yes,
34,no,,1351.0,research_and_development,1,4,,"1580,0",2,female,45.0,3,2,research_scientist,4,,,13008,9,no,17,3.0,2,1,,3,2.0,2,2,1,1989,yes,
38,no,travel_rarely,437.0,,16,3,life_sciences,"1583,0",2,male,90.0,3,2,sales_executive,2,single,,16379,2,no,12,3.0,2,0,8.0,5,4.0,3,1,2,1985,no,
35,no,travel_rarely,,,10,4,,"1587,0",1,male,51.0,3,2,healthcare_representative,3,single,,4223,3,yes,16,3.0,3,0,,4,3.0,5,0,4,1988,yes,
23,no,,977.0,,10,3,,"1592,0",4,female,45.0,4,1,research_scientist,3,married,,12826,2,no,16,3.0,4,1,4.0,2,3.0,2,2,2,2000,yes,
36,no,,1302.0,,6,4,,"1594,0",1,female,80.0,4,2,laboratory_technician,1,,,19711,3,yes,13,3.0,4,1,9.0,3,3.0,3,0,2,1987,no,
34,no,travel_frequently,653.0,,36,4,,"1597,0",36,female,92.0,2,2,healthcare_representative,3,,,15332,1,no,14,3.0,2,1,8.0,3,2.0,8,7,7,1989,no,
22,no,non_travel,457.0,,26,2,other,,2,male,85.0,2,1,research_scientist,3,married,,10293,1,,14,,2,0,4.0,2,2.0,4,1,3,2001,yes,
32,no,,634.0,,5,4,,"1607,0",2,male,35.0,4,1,research_scientist,4,married,3312.0,18783,3,no,17,3.0,4,2,6.0,3,3.0,3,0,2,1991,yes,
31,no,travel_frequently,715.0,,2,4,,,4,female,54.0,3,2,sales_executive,1,single,,21602,7,,13,3.0,4,0,,3,3.0,5,0,3,1992,no,
36,no,travel_rarely,559.0,,12,4,life_sciences,,3,male,76.0,3,2,manufacturing_director,3,married,,12421,9,yes,12,3.0,2,2,7.0,2,3.0,3,1,1,1987,yes,
21,no,,546.0,,19,1,medical,"1623,0",3,female,97.0,3,1,research_scientist,4,single,3117.0,26009,1,no,18,3.0,3,0,,2,,2,2,2,2002,no,
47,no,,1176.0,,26,4,,,4,male,,3,5,manager,3,married,,5220,3,no,11,3.0,3,1,27.0,2,3.0,5,1,0,1976,no,
39,no,,711.0,,4,3,medical,,1,male,81.0,3,2,manufacturing_director,3,,,3140,0,no,13,3.0,4,0,,2,1.0,9,3,8,1984,yes,
40,no,,448.0,,16,3,,"1641,0",3,male,84.0,3,3,manufacturing_director,4,,,19948,6,,15,,4,0,18.0,2,2.0,4,3,3,1983,yes,
48,no,travel_frequently,365.0,,4,5,,"1644,0",3,female,89.0,2,4,manager,4,,15202.0,5602,2,no,25,4.0,2,1,,3,3.0,2,2,2,1975,yes,
35,yes,,763.0,,10,2,medical,"1645,0",1,female,59.0,1,2,sales_executive,4,,,22098,6,yes,14,3.0,4,2,,2,2.0,2,2,2,1988,no,
27,no,travel_rarely,486.0,research_and_development,8,3,medical,"1647,0",2,male,86.0,4,1,research_scientist,3,,,22490,7,,17,3.0,1,0,5.0,0,3.0,3,0,2,1996,no,
27,no,,591.0,,2,3,medical,"1648,0",4,female,87.0,3,1,research_scientist,4,single,2580.0,6297,2,no,13,3.0,3,0,,0,2.0,4,1,2,1996,yes,
40,yes,travel_rarely,1329.0,,7,3,,,1,female,,3,1,laboratory_technician,1,,2166.0,3339,3,yes,14,3.0,2,0,10.0,3,1.0,4,0,3,1983,yes,
29,no,,469.0,,10,3,,,3,female,42.0,2,2,sales_executive,3,single,,23413,9,no,11,3.0,3,0,,2,3.0,5,1,4,1994,yes,
36,no,,711.0,,5,4,life_sciences,"1651,0",2,male,42.0,3,3,healthcare_representative,1,married,,22792,4,no,12,,3,2,9.0,6,3.0,3,0,2,1987,yes,
49,no,travel_rarely,301.0,,22,4,other,"1655,0",1,male,72.0,3,4,research_director,2,married,,3498,3,,16,3.0,2,2,27.0,2,3.0,4,1,2,1974,yes,
20,no,travel_rarely,1141.0,,13,3,medical,"1657,0",3,male,31.0,3,1,sales_representative,3,single,,13251,1,,19,3.0,1,0,2.0,3,3.0,2,2,2,2003,yes,
36,no,non_travel,894.0,research_and_development,1,4,,"1662,0",4,male,33.0,2,2,manufacturing_director,3,,4374.0,15411,0,,15,3.0,3,0,4.0,6,3.0,3,1,2,1987,yes,
33,no,travel_rarely,392.0,,2,4,,"1670,0",4,female,93.0,3,2,sales_executive,4,,5505.0,3921,1,,14,3.0,3,2,6.0,5,3.0,6,0,4,1990,yes,
49,no,,,,16,3,medical,"1674,0",4,male,74.0,3,1,laboratory_technician,1,divorced,2587.0,24941,4,,16,3.0,2,1,17.0,2,2.0,2,2,2,1974,yes,
47,no,travel_rarely,1225.0,,2,4,life_sciences,,2,male,47.0,4,4,manager,2,,15972.0,21086,6,,14,3.0,3,3,29.0,2,3.0,3,1,2,1976,yes,
20,no,travel_rarely,727.0,,9,1,,,4,female,54.0,3,1,sales_representative,1,,,21082,1,no,11,3.0,1,0,,3,3.0,2,0,2,2003,yes,
36,no,travel_rarely,1351.0,,26,4,,"1682,0",1,female,80.0,3,2,healthcare_representative,3,married,,7419,6,no,14,3.0,2,2,10.0,2,2.0,3,0,2,1987,no,
44,no,travel_rarely,528.0,human_resources,1,3,,"1683,0",3,male,44.0,3,1,human_resources,4,,,4167,4,yes,18,3.0,1,3,8.0,2,3.0,2,2,2,1979,no,
55,no,,1441.0,,12,3,technical_degree,"1694,0",12,female,94.0,2,1,research_scientist,2,divorced,,23737,5,no,12,,4,1,8.0,1,3.0,4,1,2,1968,yes,
23,yes,,427.0,,7,3,life_sciences,"1702,0",3,female,99.0,3,1,sales_representative,4,divorced,,25103,1,yes,21,4.0,2,1,3.0,2,3.0,3,0,2,2000,no,
26,no,,390.0,,17,4,,,4,female,62.0,1,1,laboratory_technician,3,,2305.0,6217,1,no,15,3.0,3,3,,3,4.0,3,0,2,1997,yes,
32,no,travel_frequently,585.0,,10,3,,,1,female,,3,1,research_scientist,3,married,3433.0,17360,6,,13,3.0,1,1,,3,2.0,5,1,3,1991,yes,
31,no,,741.0,,2,4,life_sciences,"1721,0",2,female,69.0,3,1,laboratory_technician,3,married,3477.0,18103,1,,14,3.0,4,1,6.0,2,4.0,5,0,3,1992,no,
41,no,non_travel,552.0,human_resources,4,3,human_resources,"1722,0",3,female,60.0,1,2,human_resources,2,married,,20794,6,no,19,,2,1,,4,3.0,3,1,2,1982,no,
24,no,travel_rarely,506.0,,29,1,medical,,2,female,91.0,3,1,laboratory_technician,1,,3907.0,3622,1,no,13,3.0,2,3,6.0,2,4.0,6,1,2,1999,yes,
36,yes,,1456.0,,13,5,marketing,"1733,0",2,female,96.0,2,2,sales_executive,1,,,8658,5,yes,13,3.0,2,3,16.0,3,3.0,2,2,2,1987,yes,
23,no,,160.0,,4,1,,"1735,0",3,male,51.0,3,1,laboratory_technician,2,single,,12862,1,no,13,3.0,3,0,3.0,3,1.0,3,1,2,2000,no,
24,no,,897.0,,35,3,medical,"1746,0",35,female,59.0,3,1,human_resources,4,married,,2097,0,no,14,3.0,4,1,3.0,2,3.0,2,2,1,1999,no,
30,yes,travel_frequently,600.0,,42,3,,,3,male,,2,1,human_resources,4,divorced,,9732,6,no,11,3.0,3,1,,0,2.0,4,1,2,1993,no,
31,no,,1003.0,,5,3,,,1,female,51.0,3,2,sales_executive,3,,,20943,1,no,19,3.0,3,1,6.0,3,3.0,5,0,2,1992,yes,
27,no,,1054.0,,48,3,,"1751,0",48,male,67.0,3,1,research_scientist,4,,3445.0,6152,1,,11,3.0,3,0,6.0,5,2.0,6,1,4,1996,no,
29,yes,travel_rarely,428.0,,9,3,,,2,male,,1,1,sales_representative,2,single,2760.0,14630,1,,13,3.0,3,0,2.0,3,3.0,2,2,2,1994,yes,
29,no,,461.0,,1,3,,"1753,0",4,female,70.0,4,2,healthcare_representative,3,,6294.0,23060,8,yes,12,3.0,4,0,10.0,5,4.0,3,0,2,1994,no,
53,no,,661.0,,31,4,,,1,male,60.0,2,4,manufacturing_director,3,married,,22308,4,yes,20,4.0,4,3,27.0,2,2.0,3,0,2,1970,yes,
34,no,travel_rarely,511.0,,3,2,,,4,male,32.0,1,2,sales_executive,4,,,25353,5,no,12,,1,0,,3,3.0,2,2,2,1989,yes,
51,no,travel_rarely,942.0,,3,3,,,1,male,53.0,3,3,manager,3,married,13116.0,22984,2,no,11,3.0,4,0,,2,3.0,2,2,2,1972,yes,
37,no,travel_rarely,589.0,sales,9,2,marketing,"1787,0",2,female,46.0,2,2,sales_executive,2,,,8800,1,no,14,3.0,1,2,,2,3.0,5,0,3,1986,no,
46,no,,849.0,,26,2,life_sciences,"1801,0",2,female,98.0,2,2,sales_executive,2,,,25166,8,,15,3.0,3,0,6.0,3,3.0,2,2,2,1977,no,
43,no,non_travel,343.0,research_and_development,9,3,,"1813,0",1,female,52.0,3,1,research_scientist,3,,,24978,4,no,13,3.0,3,0,,2,2.0,3,1,2,1980,yes,
41,no,travel_rarely,,,35,3,,"1814,0",35,female,85.0,4,2,healthcare_representative,2,single,,15530,3,,12,3.0,1,0,,3,1.0,3,1,2,1982,no,
31,no,,1125.0,,7,4,,"1833,0",1,male,,3,3,sales_executive,1,,,8277,2,no,14,3.0,4,2,9.0,3,3.0,3,2,2,1992,no,
28,no,travel_rarely,1217.0,,1,3,medical,"1834,0",3,male,67.0,3,1,research_scientist,1,,3591.0,12719,1,no,25,4.0,3,1,,3,3.0,3,1,2,1995,no,
38,no,,723.0,sales,2,4,,"1835,0",2,male,77.0,1,2,sales_representative,4,,5405.0,4244,2,yes,20,4.0,1,2,20.0,4,2.0,4,0,3,1985,yes,
58,no,travel_frequently,1216.0,research_and_development,15,4,life_sciences,"1837,0",1,female,87.0,3,4,research_director,3,married,,21624,2,,14,3.0,2,0,23.0,3,3.0,2,2,2,1965,yes,
29,yes,travel_rarely,350.0,,13,3,,"1844,0",1,female,56.0,2,1,human_resources,1,divorced,,3157,4,,15,3.0,4,3,,3,3.0,2,2,0,1994,no,
47,no,travel_rarely,207.0,,9,4,life_sciences,"1856,0",2,male,64.0,3,1,laboratory_technician,3,single,2105.0,5411,4,,12,3.0,3,0,,2,3.0,2,2,0,1976,no,
28,no,,280.0,,1,2,life_sciences,"1858,0",3,female,43.0,3,1,human_resources,4,,,10494,1,,15,3.0,2,1,3.0,2,3.0,3,2,2,1995,yes,
32,yes,travel_rarely,414.0,sales,2,4,marketing,,3,female,82.0,2,2,sales_executive,2,,,26186,7,yes,12,3.0,3,0,7.0,3,2.0,2,2,2,1991,yes,
39,no,travel_rarely,,,19,4,,,4,female,41.0,3,2,research_scientist,4,,3902.0,5141,8,,14,3.0,2,3,7.0,2,3.0,2,2,2,1984,yes,
55,no,travel_rarely,836.0,,2,4,,"1873,0",2,female,98.0,2,1,research_scientist,4,,2662.0,7975,8,,20,4.0,2,1,,2,4.0,5,0,4,1968,no,
29,no,,592.0,,7,3,life_sciences,"1883,0",4,female,59.0,3,1,laboratory_technician,1,single,2062.0,19384,3,,14,3.0,2,0,,2,3.0,3,1,2,1994,yes,
35,no,,219.0,,16,2,other,"1886,0",16,male,44.0,2,2,manufacturing_director,2,married,,25388,0,,11,3.0,4,0,4.0,2,3.0,3,0,2,1988,no,
34,yes,non_travel,967.0,,16,4,technical_degree,"1905,0",4,female,85.0,1,1,research_scientist,1,,,14460,1,,23,4.0,2,1,,2,3.0,5,3,0,1989,yes,
56,yes,travel_rarely,,,24,2,,"1907,0",1,female,,3,1,laboratory_technician,4,single,2587.0,10261,1,no,16,3.0,4,0,5.0,3,3.0,4,1,0,1967,yes,
36,no,,335.0,,17,2,marketing,"1908,0",3,female,33.0,2,2,sales_executive,2,,5507.0,16822,2,,16,3.0,3,2,,1,1.0,4,1,3,1987,yes,
31,no,,1079.0,,10,2,,,3,male,86.0,3,2,sales_executive,4,divorced,,20115,2,yes,11,3.0,4,1,,2,3.0,5,1,4,1992,no,
34,no,,735.0,,3,1,,,4,male,75.0,2,2,sales_executive,4,married,8103.0,16495,3,yes,12,3.0,3,0,9.0,3,2.0,4,0,1,1989,yes,
31,no,travel_rarely,471.0,,4,3,,,1,male,62.0,4,1,laboratory_technician,3,divorced,3978.0,16031,8,no,12,3.0,2,1,4.0,0,2.0,2,2,2,1992,no,
45,no,travel_frequently,,,1,4,medical,"1922,0",2,female,44.0,3,2,healthcare_representative,3,single,5399.0,14511,4,no,12,3.0,3,0,12.0,3,3.0,4,0,3,1978,yes,
39,no,,1251.0,,21,4,,"1929,0",1,male,32.0,1,2,sales_executive,3,,,3987,6,,19,,3,1,10.0,1,3.0,3,1,2,1984,no,
38,no,travel_rarely,1206.0,,9,2,,,2,female,71.0,3,1,research_scientist,4,divorced,,14293,2,no,19,3.0,4,2,,0,4.0,5,0,3,1985,no,
31,no,,976.0,,3,2,,"1948,0",3,female,48.0,3,1,research_scientist,1,divorced,,3995,1,,13,,4,1,4.0,3,,4,2,3,1992,yes,
